ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
77,69,79,69,80,73,Borussia Mönchengladbach,28,79,191,1364-18-159068,1364,65,229261,68,45,82,30K,80,denis-zakaria,79,20,23,60,13.5M,79,41,86,65,64,MID,56,65,true,77
82,48,86,88,82,81,Arsenal,50,80,185,1364-18-159068,1364,39,199503,53,83,85,110K,76,granit-xhaka,51,24,1,68,27.5M,78,70,85,62,66,MID,49,61,true,70
82,87,78,85,72,80,Stoke City,76,85,169,1364-18-159068,1364,52,193348,89,81,81,92K,73,xherdan-shaqiri,80,25,1806,86,26.5M,76,82,83,37,80,ATT,72,91,true,86
77,68,74,86,73,79,Bologna,75,78,179,1364-18-159068,1364,59,138699,68,81,78,54K,71,blerim-dzemaili,68,31,189,79,7.5M,80,70,77,66,75,MID,70,68,true,75
76,75,62,81,78,78,VfL Wolfsburg,77,77,183,1364-18-159068,1364,64,188770,79,74,74,60K,71,admir-mehmedi,76,26,175,73,8.5M,75,62,76,60,69,MID,74,78,true,79
75,67,59,77,85,73,Switzerland,74,73,185,1364-18-159068,1364,75,193408,66,71,69,13K,82,haris-seferovic,75,25,1364,64,8.5M,78,62,78,76,67,ATT,73,59,true,71
83,48,31,23,79,80,Borussia Mönchengladbach,8,25,183,1364-19-159296,1364,73,177683,55,12,40,35K,68,yann-sommer,54,29,23,12,20M,45,13,84,10,13,DEF,13,58,true,15
77,90,65,66,83,69,Switzerland,39,74,184,1364-19-159296,1364,78,210625,78,44,72,19K,82,kevin-mbabu,92,23,1364,62,10M,90,38,83,65,76,DEF,44,72,true,71
77,73,55,42,78,74,Borussia Mönchengladbach,30,71,189,1364-19-159296,1364,73,221491,66,31,72,19K,77,nico-elvedi,77,21,23,45,11M,78,29,84,79,65,DEF,30,54,true,69
80,72,75,58,85,81,Borussia Dortmund,38,75,187,1364-19-159296,1364,78,229237,69,45,77,45K,84,manuel-akanji,86,22,22,42,18M,76,27,87,75,51,DEF,36,66,true,66
80,73,78,78,77,80,Milan,67,78,180,1364-19-159296,1364,73,193352,73,72,78,81K,75,ricardo-rodriguez,73,25,47,82,15.5M,77,84,83,64,86,DEF,59,70,true,76
76,69,74,70,77,76,Atalanta,68,76,181,1364-19-159296,1364,58,202024,71,70,78,26K,66,remo-freuler,69,26,39,60,9M,78,70,77,41,70,MID,64,61,true,73
81,47,85,88,82,77,Arsenal,50,80,185,1364-19-159296,1364,32,199503,49,80,85,115K,75,granit-xhaka,49,25,1,73,22M,80,77,84,62,71,MID,49,61,true,70
71,72,70,73,70,60,Fiorentina,56,71,190,1364-19-159296,1364,56,215556,66,70,74,36K,69,edimilson-fernandes,78,22,110374,57,3.5M,74,51,79,45,57,MID,62,56,true,73
76,78,61,80,79,75,TSG 1899 Hoffenheim,57,77,182,1364-19-159296,1364,65,190059,74,79,74,29K,77,steven-zuber,79,26,10029,78,7.5M,79,66,77,72,74,DEF,63,67,true,78
81,84,80,87,72,80,Liverpool,76,84,169,1364-19-159296,1364,52,193348,84,84,81,130K,73,xherdan-shaqiri,77,26,9,88,19M,75,84,81,45,78,ATT,71,91,true,86
74,65,59,76,85,73,Switzerland,74,72,189,1364-19-159296,1364,75,193408,63,68,68,12K,84,haris-seferovic,72,26,1364,64,7M,69,62,76,73,67,ATT,75,59,true,70
72,43,33,45,80,69,CD Numancia,25,31,190,111111-17-158729,111111,63,223573,39,21,30,8K,79,munir-el-kajoui,43,27,477,25,2M,44,16,74,23,21,DEF,19,42,true,19
77,81,67,70,82,73,AS Monaco,62,79,187,111111-17-158729,111111,74,177525,78,68,77,50K,76,nabil-dirar,82,30,69,75,6M,71,62,77,47,78,DEF,65,65,true,82
84,69,65,59,92,76,Juventus,31,65,190,111111-17-158729,111111,83,177509,59,24,65,100K,89,medhi-benatia,69,29,45,34,22M,69,27,84,84,45,DEF,49,55,true,64
75,68,77,59,76,73,Wolverhampton Wanderers,47,73,190,111111-17-158729,111111,65,208295,69,58,73,15K,72,romain-saiss,71,26,110,48,4.1M,76,43,77,73,50,DEF,51,68,true,68
70,78,65,71,65,63,Real Madrid,37,68,177,111111-17-158729,111111,64,235212,75,60,68,6K,71,achraf-hakimi,79,17,243,46,2.3M,81,55,84,55,69,DEF,57,74,true,70
79,67,82,75,78,80,Feyenoord,65,81,179,111111-17-158729,111111,67,162329,74,66,83,30K,74,karim-el-ahmadi,65,31,246,68,8.5M,84,50,79,60,60,MID,54,72,true,73
80,87,67,81,77,73,Watford,73,80,178,111111-17-158729,111111,56,183108,88,72,79,6K,77,nordin-amrabat,85,29,1795,77,13M,73,68,80,68,78,MID,76,79,true,84
77,80,77,72,59,74,Morocco,67,78,167,111111-17-158729,111111,72,164435,90,72,82,0,34,mbark-boussoufa,75,32,111111,79,0,75,76,77,45,77,MID,70,75,true,82
80,77,80,78,75,79,OGC Nice,69,83,177,111111-17-158729,111111,74,193738,87,81,83,35K,63,younes-belhanda,73,26,72,78,15M,79,78,80,67,79,MID,73,77,true,84
81,74,76,82,70,82,Ajax,77,82,180,111111-17-158729,111111,42,208670,78,75,85,40K,57,hakim-ziyach,77,23,245,90,21.5M,74,83,84,53,84,MID,71,60,true,80
69,67,53,75,77,57,RC Strasbourg Alsace,69,73,190,111111-17-158729,111111,67,210439,61,67,56,2K,79,khalid-boutaib,62,29,76,42,1M,62,29,69,73,41,ATT,75,57,true,61
72,43,33,45,89,68,Málaga CF,13,31,190,111111-09-155725,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
68,72,62,70,81,62,Club Brugge KV,,72,184,111111-09-155725,111111,,177525,,67,65,0,76,nabil-dirar,74,22,231,,0,67,60,73,42,67,DEF,58,,true,77
63,46,59,52,88,56,Clermont Foot 63,,56,188,111111-09-155725,111111,,177509,,43,63,0,77,medhi-benatia,50,21,1815,,0,68,48,78,62,44,DEF,32,,true,20
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-09-155725,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-09-155725,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
71,69,65,62,75,74,Feyenoord,,78,178,111111-09-155725,111111,,162329,,62,73,0,67,karim-el-ahmadi,67,23,246,,0,73,62,78,56,66,MID,55,,true,71
71,77,55,64,79,74,PSV,,76,179,111111-09-155725,111111,,183108,,55,63,0,68,nordin-amrabat,80,21,247,,0,66,49,76,51,74,MID,68,,true,77
74,78,79,62,59,82,RSC Anderlecht,,82,167,111111-09-155725,111111,,164435,,74,77,0,45,mbark-boussoufa,76,23,229,,0,83,79,78,53,78,MID,71,,true,85
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-09-155725,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
83,76,89,80,65,82,Ajax,77,83,180,111111-09-155725,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-09-155725,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
65,43,33,25,85,58,CD Numancia,15,11,192,111111-16-158159,111111,57,223573,39,21,30,8K,79,munir-el-kajoui,43,26,477,25,550K,44,16,69,23,21,DEF,19,42,true,9
75,81,67,70,82,69,AS Monaco,62,79,187,111111-16-158159,111111,74,177525,78,68,77,50K,76,nabil-dirar,82,29,69,72,3.8M,71,62,75,47,77,DEF,65,65,true,82
84,64,62,59,92,81,FC Bayern München,31,66,190,111111-16-158159,111111,79,177509,59,24,66,180K,87,medhi-benatia,66,28,21,34,23M,75,27,84,85,45,DEF,49,47,true,57
68,69,61,55,76,62,Angers SCO,40,65,190,111111-16-158159,111111,63,208295,60,41,69,8K,76,romain-saiss,67,25,1530,42,875K,79,35,70,71,46,DEF,39,46,true,55
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-16-158159,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
76,68,80,75,78,78,Feyenoord,65,80,185,111111-16-158159,111111,57,162329,78,63,84,50K,69,karim-el-ahmadi,68,30,246,68,4.7M,82,50,76,47,60,MID,59,69,true,74
78,87,67,81,77,76,Málaga CF,73,83,178,111111-16-158159,111111,56,183108,88,72,81,70K,75,nordin-amrabat,85,28,573,76,8.5M,73,68,78,68,78,MID,76,75,true,86
80,84,80,72,61,77,Lokomotiv Moscow,69,80,167,111111-16-158159,111111,80,164435,92,74,82,70K,34,mbark-boussoufa,76,30,100765,79,13M,84,77,80,45,81,MID,72,91,true,84
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-16-158159,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
77,75,75,84,70,74,FC Twente,77,78,180,111111-16-158159,111111,42,208670,77,74,77,50K,54,hakim-ziyach,72,22,1908,87,10.5M,77,79,85,53,75,MID,72,66,true,75
65,67,52,66,77,57,GFC Ajaccio,69,73,190,111111-16-158159,111111,67,210439,61,66,55,8K,79,khalid-boutaib,62,28,110316,35,525K,62,29,65,73,35,ATT,66,51,true,61
72,43,33,45,89,68,Málaga CF,13,31,190,111111-07-154994,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
59,58,42,59,79,60,KVC Westerlo,,58,182,111111-07-154994,111111,,177525,,49,53,0,67,nabil-dirar,64,19,681,,0,69,45,73,40,40,DEF,58,,true,67
62,46,59,52,88,49,Tours FC,,49,188,111111-07-154994,111111,,177509,,43,60,0,77,medhi-benatia,50,19,110326,,0,68,57,78,59,44,DEF,32,,true,18
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-07-154994,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-07-154994,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
58,60,62,58,75,42,FC Twente,,72,178,111111-07-154994,111111,,162329,,43,55,0,51,karim-el-ahmadi,46,21,1908,,0,46,47,68,52,66,MID,48,,true,56
78,81,67,81,85,74,Al Nassr,73,78,180,111111-07-154994,111111,53,183108,86,72,78,41K,78,nordin-amrabat,77,31,112139,77,9M,73,68,78,68,76,MID,74,78,true,80
77,84,83,70,59,82,RSC Anderlecht,,88,167,111111-07-154994,111111,,164435,,75,78,0,49,mbark-boussoufa,79,21,229,,0,80,77,84,55,80,MID,69,,true,90
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-07-154994,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
83,76,89,80,65,82,Ajax,77,83,180,111111-07-154994,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-07-154994,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
72,43,33,45,89,68,Málaga CF,13,31,190,111111-12-156644,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
72,82,64,70,79,67,Club Brugge KV,61,77,182,111111-12-156644,111111,74,177525,79,62,72,0,79,nabil-dirar,87,25,231,72,0,75,62,74,47,69,DEF,55,65,true,82
80,69,55,52,80,78,Udinese,25,60,190,111111-12-156644,111111,77,177509,55,23,60,0,80,medhi-benatia,67,24,55,33,0,75,28,84,80,50,DEF,32,48,true,48
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-12-156644,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-12-156644,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
72,63,70,51,78,76,Feyenoord,61,82,185,111111-12-156644,111111,59,162329,77,52,74,0,68,karim-el-ahmadi,69,26,246,67,0,87,62,75,46,60,MID,59,61,true,78
78,81,67,81,85,74,Al Nassr,73,78,180,111111-12-156644,111111,53,183108,86,72,78,41K,78,nordin-amrabat,77,31,112139,77,9M,73,68,78,68,76,MID,74,78,true,80
82,79,77,72,61,77,FC Anzhi Makhachkala,69,84,167,111111-12-156644,111111,71,164435,91,76,80,0,32,mbark-boussoufa,75,26,100766,77,0,83,77,84,45,78,MID,75,93,true,86
78,77,74,77,75,75,Montpellier HSC,68,77,174,111111-12-156644,111111,69,193738,87,76,82,0,71,younes-belhanda,76,21,70,77,0,81,77,85,68,74,MID,76,80,true,81
83,76,89,80,65,82,Ajax,77,83,180,111111-12-156644,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-12-156644,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
61,43,32,24,85,57,CD Numancia,25,25,192,111111-15-158005,111111,57,223573,39,20,29,4K,76,munir-el-kajoui,43,25,477,26,220K,44,25,66,28,20,DEF,25,42,true,25
74,82,66,69,82,65,AS Monaco,61,78,187,111111-15-158005,111111,74,177525,81,67,76,45K,79,nabil-dirar,87,28,69,71,3.4M,77,61,74,46,76,DEF,64,65,true,81
84,64,63,61,92,83,FC Bayern München,29,71,190,111111-15-158005,111111,80,177509,67,24,65,155K,87,medhi-benatia,67,27,21,32,20.5M,76,27,86,85,45,DEF,49,48,true,59
64,72,60,48,76,60,Le Havre AC,31,58,190,111111-15-158005,111111,63,208295,63,33,67,6K,76,romain-saiss,69,24,1738,41,450K,82,34,70,70,45,DEF,25,46,true,44
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-15-158005,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
75,69,69,73,78,77,Feyenoord,64,79,185,111111-15-158005,111111,57,162329,78,67,79,40K,69,karim-el-ahmadi,68,29,246,67,3.2M,84,57,75,46,59,MID,58,69,true,75
77,89,70,78,77,74,Málaga CF,74,78,178,111111-15-158005,111111,58,183108,90,77,73,65K,75,nordin-amrabat,87,27,573,74,6M,79,67,77,74,78,MID,75,75,true,83
80,84,80,72,61,77,Lokomotiv Moscow,69,80,167,111111-15-158005,111111,80,164435,92,74,82,70K,34,mbark-boussoufa,76,29,100765,79,11.5M,84,77,80,45,81,MID,72,91,true,84
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-15-158005,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
74,74,74,83,70,73,FC Twente,74,77,180,111111-15-158005,111111,65,208670,83,75,72,30K,47,hakim-ziyach,73,21,1908,86,3.3M,73,77,82,52,59,MID,70,66,true,72
61,52,51,65,77,51,GFC Ajaccio,56,72,190,111111-15-158005,111111,72,210439,61,65,54,2K,76,khalid-boutaib,57,27,110316,34,260K,67,28,61,72,34,ATT,57,51,true,60
72,43,33,45,89,68,Málaga CF,13,31,190,111111-11-156279,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
72,76,62,70,78,67,Club Brugge KV,63,75,185,111111-11-156279,111111,67,177525,72,60,67,0,75,nabil-dirar,81,24,231,66,0,75,63,74,47,69,DEF,55,73,true,80
66,60,55,52,80,65,Udinese,25,50,190,111111-11-156279,111111,74,177509,55,23,60,0,78,medhi-benatia,65,23,55,33,0,70,28,78,67,50,DEF,32,76,true,40
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-11-156279,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-11-156279,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
72,74,72,66,78,75,Feyenoord,65,78,185,111111-11-156279,111111,66,162329,79,61,78,0,67,karim-el-ahmadi,73,25,246,67,0,84,62,78,46,62,MID,64,71,true,77
72,77,55,70,79,70,PSV,54,79,179,111111-11-156279,111111,43,183108,80,65,65,0,67,nordin-amrabat,83,23,247,65,0,70,49,79,51,64,MID,70,74,true,77
79,77,79,67,58,77,RSC Anderlecht,69,84,167,111111-11-156279,111111,65,164435,82,76,80,0,37,mbark-boussoufa,75,25,229,77,0,76,77,82,45,79,MID,74,47,true,85
67,64,57,65,65,67,Montpellier HSC,38,68,174,111111-11-156279,111111,67,193738,72,67,71,0,74,younes-belhanda,69,20,70,53,0,68,53,78,48,34,MID,53,73,true,58
83,76,89,80,65,82,Ajax,77,83,180,111111-11-156279,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-11-156279,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
72,43,33,45,89,68,Málaga CF,13,31,190,111111-19-159296,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
75,78,65,70,79,73,Fenerbahçe SK,62,78,187,111111-19-159296,111111,77,177525,76,68,74,53K,77,nabil-dirar,80,32,326,75,5M,75,62,75,47,74,DEF,62,65,true,77
86,65,65,66,94,82,Juventus,44,64,189,111111-19-159296,111111,85,177509,59,24,65,160K,91,medhi-benatia,75,31,45,34,30M,69,27,86,83,45,DEF,47,53,true,64
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-19-159296,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-19-159296,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
77,65,79,74,71,79,Al Ittihad,62,76,181,111111-19-159296,111111,67,162329,74,66,79,35K,73,karim-el-ahmadi,63,33,607,68,3.6M,81,50,77,60,60,MID,54,70,true,73
78,81,67,81,85,74,Al Nassr,73,78,180,111111-19-159296,111111,53,183108,86,72,78,41K,78,nordin-amrabat,77,31,112139,77,9M,73,68,78,68,76,MID,74,78,true,80
77,80,77,72,59,74,Morocco,67,78,167,111111-19-159296,111111,72,164435,90,72,82,0,34,mbark-boussoufa,75,32,111111,79,0,75,76,77,45,77,MID,70,75,true,82
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-19-159296,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
83,76,89,80,65,82,Ajax,77,83,180,111111-19-159296,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-19-159296,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
70,43,33,45,80,68,CD Numancia,13,31,190,111111-18-159068,111111,63,223573,39,11,30,6K,79,munir-el-kajoui,43,28,477,25,1.4M,44,16,71,23,21,DEF,19,42,true,19
77,77,67,70,79,73,Fenerbahçe SK,62,79,187,111111-18-159068,111111,74,177525,76,68,77,66K,76,nabil-dirar,80,31,326,75,8M,78,62,77,47,79,DEF,65,65,true,78
85,72,65,62,94,80,Juventus,37,65,189,111111-18-159068,111111,84,177509,59,24,65,145K,89,medhi-benatia,76,30,45,34,28.5M,68,27,85,84,45,DEF,47,53,true,64
76,66,79,63,84,74,Wolverhampton Wanderers,47,73,188,111111-18-159068,111111,66,208295,67,56,78,51K,71,romain-saiss,68,27,110,59,7.5M,77,43,77,73,53,DEF,49,66,true,67
73,83,65,71,69,67,Real Madrid,37,75,180,111111-18-159068,111111,64,235212,75,60,68,52K,71,achraf-hakimi,82,18,243,46,5.5M,80,55,85,60,69,DEF,57,71,true,71
79,66,80,74,78,81,Feyenoord,65,82,179,111111-18-159068,111111,67,162329,74,66,80,23K,74,karim-el-ahmadi,65,32,246,68,9.5M,83,50,79,60,60,MID,54,72,true,73
79,83,67,81,84,74,CD Leganés,73,79,181,111111-18-159068,111111,56,183108,87,72,78,69K,79,nordin-amrabat,80,30,100888,77,12M,75,68,79,68,76,MID,74,79,true,83
77,80,77,72,59,74,Morocco,67,78,167,111111-18-159068,111111,72,164435,90,72,82,0,34,mbark-boussoufa,75,32,111111,79,0,75,76,77,45,77,MID,70,75,true,82
81,77,79,78,75,79,Galatasaray SK,69,83,177,111111-18-159068,111111,74,193738,87,81,79,71K,63,younes-belhanda,73,27,325,78,18.5M,79,78,81,67,79,MID,75,77,true,86
81,74,82,80,70,82,Ajax,77,80,180,111111-18-159068,111111,42,208670,77,72,86,16K,59,hakim-ziyach,77,24,245,90,23M,77,78,85,53,86,MID,69,60,true,84
74,67,56,77,80,62,Yeni Malatyaspor,72,74,190,111111-18-159068,111111,69,210439,61,69,66,17K,79,khalid-boutaib,56,30,113259,46,5.5M,71,32,74,79,44,ATT,76,57,true,67
72,43,33,45,89,68,Málaga CF,13,31,190,111111-14-157655,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
73,82,66,69,79,65,AS Monaco,61,78,182,111111-14-157655,111111,74,177525,81,67,76,40K,79,nabil-dirar,87,27,69,71,1.8M,77,61,75,46,70,DEF,64,65,true,81
85,74,64,62,88,84,Roma,30,72,189,111111-14-157655,111111,80,177509,69,24,66,145K,86,medhi-benatia,75,26,52,33,14M,76,28,87,86,46,DEF,50,48,true,60
62,71,58,48,76,58,Le Havre AC,31,56,190,111111-14-157655,111111,61,208295,53,33,65,7K,79,romain-saiss,61,23,1738,41,450K,74,34,71,70,45,DEF,25,46,true,44
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-14-157655,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
74,69,69,73,78,78,Aston Villa,64,81,185,111111-14-157655,111111,57,162329,78,67,79,50K,69,karim-el-ahmadi,68,28,2,67,2.2M,84,57,74,46,59,MID,58,69,true,74
76,89,67,75,77,70,Málaga CF,54,75,178,111111-14-157655,111111,58,183108,87,73,71,60K,75,nordin-amrabat,87,26,573,74,5.6M,78,67,79,50,77,MID,66,75,true,80
81,85,80,72,61,77,Lokomotiv Moscow,69,84,167,111111-14-157655,111111,76,164435,90,74,83,55K,32,mbark-boussoufa,76,28,100765,79,8.4M,84,77,81,45,85,MID,72,93,true,86
79,75,76,78,75,79,Galatasaray SK,69,83,179,111111-14-157655,111111,77,193738,85,79,78,65K,63,younes-belhanda,72,28,325,78,12.5M,84,78,79,67,79,MID,74,78,true,84
73,74,75,77,70,74,SC Heerenveen,63,76,180,111111-14-157655,111111,65,208670,85,80,74,50K,42,hakim-ziyach,69,20,1913,86,4.2M,69,75,79,53,75,MID,62,66,true,73
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-14-157655,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
72,43,33,45,89,68,Málaga CF,13,31,190,111111-10-156090,111111,65,223573,41,11,30,6K,79,munir-el-kajoui,43,29,573,25,2.4M,49,16,73,23,21,DEF,19,42,true,19
71,74,62,70,79,67,Club Brugge KV,,75,184,111111-10-156090,111111,,177525,,58,67,0,75,nabil-dirar,79,23,231,,0,75,62,76,47,71,DEF,55,,true,80
64,46,59,52,80,56,Clermont Foot 63,,56,190,111111-10-156090,111111,,177509,,43,63,0,77,medhi-benatia,50,22,1815,,0,68,48,78,62,44,DEF,32,,true,20
74,62,79,64,84,77,Wolverhampton Wanderers,47,73,190,111111-10-156090,111111,69,208295,65,55,79,55K,71,romain-saiss,64,28,110,59,5.5M,74,43,74,73,53,DEF,49,65,true,67
76,89,68,75,73,74,Borussia Dortmund,43,77,181,111111-10-156090,111111,66,235212,73,62,76,43K,72,achraf-hakimi,91,19,22,56,10M,78,55,85,63,74,DEF,59,71,true,78
72,72,68,61,75,72,Feyenoord,,75,178,111111-10-156090,111111,,162329,,62,74,0,69,karim-el-ahmadi,74,24,246,,0,84,62,78,56,66,MID,62,,true,70
72,77,55,70,79,71,PSV,,79,179,111111-10-156090,111111,,183108,,65,65,0,67,nordin-amrabat,80,22,247,,0,70,49,79,51,64,MID,70,,true,77
77,78,80,67,59,77,RSC Anderlecht,,82,167,111111-10-156090,111111,,164435,,76,79,0,37,mbark-boussoufa,75,24,229,,0,78,77,80,45,77,MID,74,,true,85
60,64,57,62,65,67,Montpellier HSC,,63,174,111111-10-156090,111111,,193738,,67,71,0,72,younes-belhanda,69,19,70,,0,68,53,78,48,34,MID,53,,true,57
83,76,89,80,65,82,Ajax,77,83,180,111111-10-156090,111111,38,208670,85,75,86,28K,59,hakim-ziyach,74,25,245,90,32.5M,86,78,86,53,84,MID,68,78,true,83
74,69,56,77,82,62,Yeni Malatyaspor,72,74,189,111111-10-156090,111111,69,210439,61,69,66,15K,79,khalid-boutaib,53,31,113259,46,5M,71,32,74,79,44,ATT,76,57,true,67
70,43,33,45,80,68,CD Numancia,13,31,190,111111-18-158904,111111,63,223573,39,11,30,6K,79,munir-el-kajoui,43,28,477,25,1.4M,44,16,71,23,21,DEF,19,42,true,19
76,76,67,70,79,73,Fenerbahçe SK,62,79,187,111111-18-158904,111111,74,177525,77,68,77,66K,76,nabil-dirar,79,31,326,75,7M,67,62,76,47,78,DEF,65,65,true,82
84,67,65,59,94,78,Juventus,31,65,189,111111-18-158904,111111,82,177509,59,24,65,145K,89,medhi-benatia,76,30,45,34,23M,68,27,84,80,45,DEF,45,51,true,64
76,64,79,63,84,73,Wolverhampton Wanderers,47,73,188,111111-18-158904,111111,65,208295,69,58,74,51K,72,romain-saiss,69,27,110,59,7.5M,76,43,78,73,53,DEF,51,68,true,67
72,76,65,71,68,63,Real Madrid,37,75,179,111111-18-158904,111111,64,235212,75,60,68,37K,71,achraf-hakimi,78,18,243,46,3.9M,80,55,82,60,69,DEF,57,74,true,71
80,66,82,74,78,81,Feyenoord,65,82,179,111111-18-158904,111111,67,162329,74,66,83,23K,74,karim-el-ahmadi,65,32,246,68,11M,83,50,80,60,60,MID,54,72,true,73
79,83,67,81,84,74,CD Leganés,73,79,181,111111-18-158904,111111,56,183108,87,72,78,69K,79,nordin-amrabat,80,30,100888,77,12M,75,68,79,68,76,MID,74,79,true,83
77,80,77,72,59,74,Morocco,67,78,167,111111-18-158904,111111,72,164435,90,72,82,0,34,mbark-boussoufa,75,32,111111,79,0,75,76,77,45,77,MID,70,75,true,82
